,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
2679,24,student,single,primary,no,0,no,no,unknown,5,25,26,-1,0,unknown,no
2680,41,management,married,tertiary,no,1204,yes,yes,cellular,13,310,2,-1,0,unknown,no
2681,40,management,married,tertiary,yes,0,no,no,cellular,28,165,5,-1,0,unknown,no
2682,53,blue-collar,married,secondary,no,0,no,yes,telephone,15,152,4,-1,0,unknown,no
2683,34,entrepreneur,married,secondary,no,393,yes,no,cellular,7,174,1,293,3,failure,no
2684,31,entrepreneur,single,unknown,no,301,yes,no,cellular,4,371,1,-1,0,unknown,no
2685,27,technician,married,secondary,no,-302,yes,no,unknown,12,66,3,-1,0,unknown,no
2686,49,technician,married,secondary,no,2400,no,no,cellular,21,262,3,-1,0,unknown,no
2687,42,technician,married,tertiary,no,239,yes,yes,unknown,6,191,3,-1,0,unknown,no
2688,31,technician,single,secondary,no,23,yes,no,cellular,14,97,1,370,1,failure,no
2689,30,blue-collar,married,primary,no,1127,yes,no,unknown,29,13,1,-1,0,unknown,no
2690,30,entrepreneur,single,tertiary,no,999,no,no,cellular,22,157,3,-1,0,unknown,no
2691,38,management,single,tertiary,no,424,yes,no,unknown,5,104,1,-1,0,unknown,no
2692,35,admin.,married,secondary,no,2137,yes,no,unknown,20,124,1,-1,0,unknown,no
2693,31,technician,married,secondary,no,585,yes,no,telephone,11,133,1,-1,0,unknown,no
2694,29,management,single,unknown,no,698,no,no,cellular,8,186,1,-1,0,unknown,no
2695,55,housemaid,married,primary,no,1537,no,no,unknown,19,359,1,-1,0,unknown,no
2696,35,management,married,primary,no,3369,no,no,cellular,20,322,1,-1,0,unknown,no
2697,35,technician,single,secondary,no,-51,no,no,unknown,2,134,2,-1,0,unknown,no
2698,55,self-employed,married,secondary,no,2408,no,no,telephone,9,327,2,140,1,failure,no
2699,40,admin.,married,tertiary,no,10035,no,no,unknown,9,29,1,-1,0,unknown,no
2700,48,management,divorced,unknown,no,343,no,no,cellular,4,191,1,-1,0,unknown,no
2701,30,technician,married,tertiary,no,702,no,yes,cellular,31,40,29,-1,0,unknown,no
2702,34,admin.,divorced,secondary,no,661,yes,no,cellular,3,122,1,96,9,other,no
2703,53,management,married,tertiary,no,2124,yes,no,cellular,17,121,2,344,2,failure,no
2704,41,housemaid,divorced,secondary,no,637,yes,yes,unknown,11,678,4,-1,0,unknown,no
2705,48,blue-collar,married,secondary,no,2345,yes,yes,cellular,5,306,2,-1,0,unknown,no
2706,43,management,single,tertiary,no,2048,yes,no,cellular,5,155,1,-1,0,unknown,no
2707,31,unemployed,married,secondary,no,296,yes,no,unknown,20,378,3,-1,0,unknown,no
2708,34,services,married,secondary,no,241,yes,no,cellular,17,1364,2,147,1,other,no
2709,37,blue-collar,single,secondary,no,243,no,no,cellular,27,167,10,-1,0,unknown,no
2710,61,management,married,tertiary,no,1224,no,no,cellular,1,99,1,-1,0,unknown,no
2711,32,admin.,single,tertiary,no,3188,no,no,cellular,5,65,2,242,1,other,no
2712,27,admin.,married,secondary,no,-435,no,no,unknown,3,935,2,-1,0,unknown,no
2713,32,services,single,secondary,no,671,yes,no,cellular,17,237,2,345,3,failure,no
2714,47,technician,married,secondary,no,17206,yes,no,cellular,19,125,4,-1,0,unknown,no
2715,39,management,divorced,tertiary,no,1555,yes,no,cellular,25,796,1,-1,0,unknown,no
2716,37,unemployed,divorced,tertiary,no,1085,no,no,cellular,25,146,4,-1,0,unknown,no
2717,34,management,married,tertiary,no,690,yes,no,cellular,1,95,2,-1,0,unknown,no
2718,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,188,1,-1,0,unknown,no
2719,42,entrepreneur,married,secondary,no,-480,yes,yes,unknown,2,351,6,-1,0,unknown,no
2720,28,blue-collar,married,secondary,no,1072,yes,no,cellular,18,630,2,356,4,other,no
2721,34,services,married,secondary,no,27,yes,yes,cellular,31,249,3,-1,0,unknown,no
2722,50,management,divorced,tertiary,no,0,no,no,cellular,18,154,1,-1,0,unknown,no
2723,40,services,married,secondary,no,-116,yes,no,unknown,29,176,3,-1,0,unknown,no
2724,32,admin.,married,secondary,no,305,yes,no,unknown,30,200,3,-1,0,unknown,no
2725,32,technician,single,secondary,no,271,yes,no,cellular,13,80,2,268,2,other,no
2726,26,admin.,single,primary,no,528,yes,yes,cellular,11,102,2,-1,0,unknown,no
2727,42,blue-collar,single,primary,no,1628,yes,no,cellular,5,119,1,195,8,success,no
2728,30,management,married,tertiary,no,350,no,no,cellular,29,328,2,-1,0,unknown,no
2729,31,blue-collar,married,secondary,no,1716,yes,no,cellular,13,542,2,340,2,other,no
2730,36,management,single,tertiary,no,1283,no,no,cellular,18,92,5,-1,0,unknown,no
2731,33,blue-collar,single,secondary,no,38,yes,no,telephone,12,139,4,371,1,other,no
2732,44,blue-collar,married,secondary,no,476,yes,no,unknown,13,473,1,-1,0,unknown,no
2733,33,services,married,secondary,no,610,no,yes,cellular,19,116,7,-1,0,unknown,no
2734,43,services,married,secondary,no,508,yes,no,cellular,18,200,1,172,1,failure,no
2735,25,blue-collar,single,secondary,no,612,yes,no,cellular,21,172,4,-1,0,unknown,no
2736,31,management,single,secondary,yes,0,no,no,cellular,11,112,4,85,2,failure,no
2737,33,management,married,secondary,no,67,yes,yes,unknown,23,316,4,-1,0,unknown,no
2738,36,self-employed,single,primary,no,235,yes,no,unknown,29,141,9,-1,0,unknown,no
2739,56,retired,divorced,secondary,no,4166,yes,no,unknown,16,378,1,-1,0,unknown,no
2740,45,blue-collar,married,secondary,no,240,no,no,cellular,18,181,7,-1,0,unknown,no
2741,31,management,divorced,tertiary,no,416,no,no,cellular,11,33,2,-1,0,unknown,no
2742,40,management,married,secondary,no,394,yes,no,cellular,16,60,5,-1,0,unknown,no
2743,50,housemaid,married,secondary,no,1954,no,yes,cellular,28,438,4,-1,0,unknown,no
2744,42,management,married,tertiary,no,-100,yes,no,cellular,15,87,5,-1,0,unknown,no
2745,52,admin.,married,secondary,no,799,no,no,cellular,21,128,2,-1,0,unknown,no
2746,27,technician,married,secondary,no,58,yes,no,unknown,28,82,1,-1,0,unknown,no
2747,25,blue-collar,single,secondary,no,0,yes,no,cellular,22,135,1,-1,0,unknown,no
2748,51,management,married,tertiary,no,-321,no,no,cellular,6,470,2,9,2,other,no
2749,37,entrepreneur,married,secondary,no,3,no,no,cellular,20,96,1,-1,0,unknown,no
2750,44,management,divorced,tertiary,no,3932,yes,no,unknown,8,40,2,-1,0,unknown,no
2751,31,blue-collar,married,secondary,no,297,yes,no,unknown,12,480,1,-1,0,unknown,no
2752,39,blue-collar,married,secondary,no,648,yes,no,cellular,29,85,2,240,1,failure,no
2753,38,blue-collar,married,primary,no,-522,yes,yes,unknown,20,18,22,-1,0,unknown,no
2754,51,blue-collar,married,secondary,no,1797,yes,no,cellular,20,168,1,-1,0,unknown,no
2755,34,technician,married,secondary,no,563,yes,yes,cellular,29,32,15,-1,0,unknown,no
2756,42,management,married,tertiary,no,1162,yes,no,cellular,13,406,5,364,1,other,no
2757,38,management,single,tertiary,no,470,no,no,cellular,7,87,2,-1,0,unknown,no
2758,34,unemployed,married,tertiary,no,582,yes,no,cellular,9,189,3,-1,0,unknown,no
2759,41,services,married,secondary,no,2399,yes,no,unknown,29,607,2,-1,0,unknown,no
2760,32,management,single,tertiary,yes,62,no,yes,cellular,24,577,3,-1,0,unknown,no
2761,60,entrepreneur,married,primary,no,987,no,no,unknown,19,102,13,-1,0,unknown,no
2762,53,blue-collar,married,primary,no,-1455,yes,no,unknown,23,169,2,-1,0,unknown,no
2763,23,admin.,single,secondary,no,366,no,no,unknown,20,22,1,-1,0,unknown,no
2764,38,blue-collar,married,primary,no,433,no,no,cellular,20,81,2,136,3,failure,no
2765,25,student,single,secondary,no,14657,yes,no,cellular,12,194,3,-1,0,unknown,no
2766,55,services,divorced,primary,no,2923,yes,no,cellular,29,94,1,259,2,failure,no
2767,55,unemployed,married,secondary,no,1339,no,no,cellular,2,299,2,-1,0,unknown,no
2768,36,blue-collar,divorced,primary,no,715,no,yes,cellular,28,128,4,-1,0,unknown,no
2769,53,admin.,divorced,secondary,no,315,yes,no,unknown,5,181,2,-1,0,unknown,no
2770,48,housemaid,married,primary,no,283,yes,no,telephone,30,383,7,-1,0,unknown,no
2771,54,services,married,primary,no,1059,no,no,cellular,7,147,3,-1,0,unknown,no
2772,54,self-employed,married,tertiary,no,542,no,no,telephone,6,48,5,-1,0,unknown,no
2773,55,management,married,tertiary,no,1267,yes,no,unknown,30,82,2,-1,0,unknown,no
2774,36,management,single,tertiary,no,2745,yes,no,cellular,8,306,3,-1,0,unknown,no
2775,39,technician,married,tertiary,no,108,no,no,cellular,28,589,3,28,2,other,no
2776,47,services,divorced,secondary,no,28,yes,no,cellular,16,142,1,-1,0,unknown,no
2777,32,housemaid,married,tertiary,no,357,yes,no,cellular,18,175,2,-1,0,unknown,no
2778,42,management,divorced,tertiary,no,1775,yes,no,telephone,5,276,5,-1,0,unknown,no
2779,50,technician,married,secondary,no,20,yes,no,cellular,9,95,1,-1,0,unknown,no
2780,51,technician,married,secondary,no,-379,yes,no,cellular,5,261,1,-1,0,unknown,no
2781,32,housemaid,married,primary,no,7,no,yes,unknown,27,110,1,-1,0,unknown,no
2782,56,services,married,secondary,no,159,yes,no,cellular,20,132,3,-1,0,unknown,no
2783,29,services,married,primary,no,321,yes,no,unknown,7,196,2,-1,0,unknown,no
2784,57,technician,single,tertiary,no,711,no,no,unknown,25,411,1,-1,0,unknown,no
2785,48,management,divorced,tertiary,no,266,yes,no,cellular,17,198,2,343,1,failure,no
2786,38,management,single,tertiary,no,126,yes,no,unknown,30,355,2,-1,0,unknown,no
2787,32,technician,single,tertiary,no,1527,yes,no,cellular,9,172,1,92,3,failure,no
2788,55,admin.,married,secondary,no,0,no,no,cellular,23,180,2,238,3,success,no
2789,31,admin.,divorced,secondary,no,53,yes,no,unknown,7,128,4,-1,0,unknown,no
2790,41,technician,single,secondary,no,28,no,no,unknown,16,51,1,-1,0,unknown,no
2791,38,services,married,secondary,no,0,yes,yes,cellular,11,184,2,-1,0,unknown,no
2792,51,retired,divorced,secondary,no,343,yes,no,unknown,30,78,2,-1,0,unknown,no
2793,30,management,single,tertiary,no,0,no,no,cellular,6,108,4,-1,0,unknown,no
2794,28,admin.,married,secondary,no,17,yes,no,cellular,18,269,1,-1,0,unknown,no
2795,24,blue-collar,single,secondary,no,27,yes,no,cellular,6,404,1,338,2,failure,no
2796,33,services,married,secondary,no,-27,yes,no,cellular,18,216,2,-1,0,unknown,no
2797,40,self-employed,married,secondary,no,311,yes,no,unknown,20,723,2,-1,0,unknown,no
2798,46,technician,married,secondary,no,15120,no,no,cellular,21,27,3,108,3,other,no
2799,54,management,married,secondary,no,4080,no,no,unknown,5,140,1,-1,0,unknown,no
2800,32,technician,single,secondary,no,6402,yes,no,cellular,6,158,1,167,1,success,no
2801,27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,116,3,-1,0,unknown,no
2802,47,admin.,married,secondary,no,257,yes,no,unknown,15,484,11,-1,0,unknown,no
2803,52,blue-collar,married,primary,no,28,yes,no,telephone,21,85,3,-1,0,unknown,no
2804,35,technician,single,tertiary,no,3552,no,no,cellular,21,267,1,-1,0,unknown,no
2805,49,services,single,secondary,no,5028,yes,no,unknown,12,891,1,-1,0,unknown,no
2806,36,unemployed,single,primary,no,0,yes,no,telephone,7,63,6,-1,0,unknown,no
2807,27,technician,married,secondary,no,0,yes,no,cellular,28,55,6,-1,0,unknown,no
2808,54,admin.,divorced,unknown,no,0,no,no,cellular,14,191,3,-1,0,unknown,no
2809,45,technician,divorced,secondary,no,245,yes,no,cellular,30,76,3,-1,0,unknown,no
2810,55,admin.,divorced,unknown,no,789,yes,no,unknown,13,434,2,-1,0,unknown,no
2811,35,management,divorced,secondary,no,910,no,no,cellular,29,77,14,-1,0,unknown,no
2812,49,blue-collar,married,secondary,no,322,no,no,cellular,14,356,2,-1,0,unknown,no
2813,35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,15,171,1,175,6,failure,no
2814,53,blue-collar,married,primary,no,53,yes,no,cellular,18,198,1,-1,0,unknown,no
2815,54,management,married,unknown,no,876,yes,no,cellular,28,66,2,198,3,failure,no
2816,57,admin.,single,secondary,no,1615,yes,no,cellular,13,99,1,-1,0,unknown,no
2817,52,blue-collar,married,secondary,no,305,no,no,cellular,28,26,26,-1,0,unknown,no
2818,40,management,single,tertiary,no,242,yes,no,unknown,6,221,2,-1,0,unknown,no
2819,35,entrepreneur,married,secondary,no,1309,yes,no,cellular,18,73,3,-1,0,unknown,no
2820,53,technician,married,secondary,no,530,no,no,cellular,18,244,1,-1,0,unknown,no
2821,48,blue-collar,married,primary,no,5154,yes,no,unknown,14,70,1,-1,0,unknown,no
2822,30,blue-collar,single,primary,no,459,yes,no,cellular,17,439,1,-1,0,unknown,no
2823,45,services,married,secondary,no,219,yes,yes,cellular,29,142,8,-1,0,unknown,no
2824,60,retired,single,secondary,no,-330,no,yes,cellular,22,69,6,-1,0,unknown,no
2825,35,management,married,tertiary,no,15298,no,no,cellular,7,642,3,-1,0,unknown,no
2826,32,technician,single,secondary,no,719,yes,no,unknown,28,79,6,-1,0,unknown,no
2827,56,housemaid,divorced,primary,no,61,no,no,cellular,2,144,1,-1,0,unknown,no
2828,53,technician,married,tertiary,no,476,yes,no,cellular,28,160,1,-1,0,unknown,no
2829,58,blue-collar,married,secondary,no,8195,yes,no,cellular,16,104,1,332,2,failure,no
2830,39,technician,married,secondary,no,-184,no,yes,unknown,17,185,3,-1,0,unknown,no
2831,51,blue-collar,divorced,primary,no,602,yes,no,cellular,11,347,1,284,2,failure,no
2832,41,management,married,tertiary,no,2470,yes,no,cellular,6,22,2,-1,0,unknown,no
2833,47,blue-collar,married,unknown,no,584,yes,no,unknown,19,79,19,-1,0,unknown,no
2834,26,blue-collar,single,secondary,no,381,yes,no,unknown,26,504,2,-1,0,unknown,no
2835,31,management,married,tertiary,no,557,yes,no,cellular,18,111,1,-1,0,unknown,no
2836,32,admin.,married,secondary,no,337,no,no,cellular,15,51,3,368,1,failure,no
2837,35,unemployed,divorced,secondary,no,45,no,no,unknown,12,40,6,-1,0,unknown,no
2838,42,technician,married,secondary,no,233,no,no,cellular,8,98,1,231,4,failure,no
2839,59,technician,divorced,secondary,no,0,no,no,cellular,5,54,1,-1,0,unknown,no
2840,32,management,married,tertiary,no,678,no,no,cellular,28,13,15,-1,0,unknown,no
2841,42,technician,married,secondary,no,3,no,no,cellular,28,11,26,-1,0,unknown,no
2842,23,student,single,secondary,no,480,no,no,cellular,11,162,1,-1,0,unknown,no
2843,29,blue-collar,single,secondary,no,9,yes,no,cellular,11,262,3,-1,0,unknown,no
2844,48,admin.,married,secondary,no,1060,yes,no,cellular,20,87,2,318,3,failure,no
2845,43,admin.,married,primary,no,-516,yes,no,unknown,28,438,2,-1,0,unknown,no
2846,41,technician,divorced,secondary,no,1545,no,yes,cellular,13,183,2,-1,0,unknown,no
2847,38,blue-collar,married,secondary,no,526,yes,no,unknown,20,919,2,-1,0,unknown,no
2848,50,blue-collar,divorced,secondary,no,41,yes,no,unknown,6,190,1,-1,0,unknown,no
2849,34,management,single,tertiary,no,21,yes,no,cellular,18,74,5,-1,0,unknown,no
2850,24,admin.,single,secondary,no,172,no,no,cellular,3,114,1,-1,0,unknown,no
2851,35,self-employed,married,secondary,no,0,no,no,cellular,12,64,2,-1,0,unknown,no
2852,40,unemployed,married,secondary,no,1872,no,no,cellular,21,112,1,-1,0,unknown,no
2853,47,management,divorced,secondary,no,3346,yes,yes,unknown,13,284,2,-1,0,unknown,no
2854,49,retired,married,unknown,no,247,no,no,unknown,15,213,2,-1,0,unknown,no
2855,58,blue-collar,married,unknown,no,703,no,no,unknown,20,37,3,-1,0,unknown,no
2856,40,blue-collar,married,unknown,no,222,yes,no,unknown,20,465,8,-1,0,unknown,no
2857,25,blue-collar,married,secondary,no,-507,yes,yes,unknown,4,404,2,-1,0,unknown,no
2858,36,self-employed,married,primary,no,2022,no,no,unknown,19,71,2,-1,0,unknown,no
2859,53,technician,married,secondary,no,472,yes,yes,unknown,20,325,1,-1,0,unknown,no
2860,30,services,single,secondary,no,193,yes,no,cellular,29,326,1,244,2,failure,no
2861,30,entrepreneur,married,primary,no,501,yes,yes,cellular,6,323,2,-1,0,unknown,no
2862,32,management,married,tertiary,no,1196,yes,no,cellular,11,508,1,-1,0,unknown,no
2863,56,retired,married,primary,no,63,no,no,cellular,19,122,2,-1,0,unknown,no
2864,29,admin.,married,secondary,no,2,yes,no,cellular,6,339,1,362,1,failure,no
2865,37,management,married,tertiary,no,839,no,yes,cellular,28,87,11,-1,0,unknown,no
2866,29,management,single,tertiary,no,-233,yes,no,unknown,19,329,1,-1,0,unknown,no
2867,29,technician,single,secondary,no,778,yes,no,unknown,6,1994,2,-1,0,unknown,no
2868,40,technician,single,secondary,no,134,yes,yes,cellular,28,126,2,-1,0,unknown,no
2869,48,management,married,tertiary,no,612,no,no,cellular,26,86,7,292,1,other,no
2870,73,retired,married,secondary,no,250,no,no,telephone,31,245,4,-1,0,unknown,no
2871,59,retired,married,primary,no,0,no,no,unknown,16,39,1,-1,0,unknown,no
2872,40,management,divorced,tertiary,no,-319,yes,no,unknown,23,59,3,-1,0,unknown,no
2873,39,management,married,tertiary,no,93,yes,no,cellular,28,65,1,95,5,failure,no
2874,43,blue-collar,married,primary,no,0,yes,no,unknown,3,215,3,-1,0,unknown,no
2875,42,self-employed,married,secondary,no,513,no,no,telephone,5,98,1,-1,0,unknown,no
2876,35,technician,single,secondary,no,538,yes,no,cellular,4,313,2,-1,0,unknown,no
2877,51,services,married,secondary,no,393,yes,yes,cellular,30,111,8,-1,0,unknown,no
2878,28,blue-collar,married,primary,no,206,yes,no,cellular,14,155,2,-1,0,unknown,no
2879,43,admin.,divorced,secondary,no,57,no,no,unknown,11,46,1,-1,0,unknown,no
2880,54,blue-collar,divorced,secondary,no,462,yes,no,unknown,23,260,3,-1,0,unknown,no
2881,57,blue-collar,divorced,secondary,no,75,yes,no,cellular,8,159,1,361,2,failure,no
2882,61,blue-collar,married,secondary,no,272,no,no,cellular,29,318,1,269,1,failure,no
2883,35,management,married,tertiary,no,-65,yes,no,unknown,30,80,3,-1,0,unknown,no
2884,32,services,single,secondary,no,-121,yes,yes,unknown,13,272,1,-1,0,unknown,no
2885,29,management,single,tertiary,no,0,yes,no,unknown,28,112,7,-1,0,unknown,no
2886,34,technician,married,secondary,no,0,yes,no,telephone,28,1025,2,-1,0,unknown,no
2887,41,technician,married,secondary,no,225,yes,yes,unknown,8,63,2,-1,0,unknown,no
2888,34,management,married,tertiary,no,5195,no,no,cellular,21,25,3,-1,0,unknown,no
2889,42,technician,married,tertiary,no,0,no,no,cellular,28,942,2,-1,0,unknown,no
2890,52,unemployed,divorced,secondary,no,4,no,yes,unknown,18,248,1,-1,0,unknown,no
2891,31,blue-collar,single,secondary,no,855,yes,no,cellular,16,94,1,317,2,failure,no
2892,43,entrepreneur,married,secondary,no,556,yes,no,cellular,17,317,1,-1,0,unknown,no
2893,32,entrepreneur,married,secondary,no,604,no,no,cellular,29,270,1,-1,0,unknown,no
2894,39,blue-collar,divorced,secondary,no,94,yes,no,unknown,29,430,1,-1,0,unknown,no
2895,37,technician,married,secondary,no,4030,yes,no,unknown,26,178,5,-1,0,unknown,no
2896,30,services,single,secondary,no,326,yes,no,cellular,14,197,4,-1,0,unknown,no
2897,43,blue-collar,married,primary,no,1147,yes,yes,unknown,19,112,7,-1,0,unknown,no
2898,32,management,married,secondary,no,134,no,no,cellular,21,181,4,-1,0,unknown,no
2899,57,admin.,divorced,secondary,no,18268,yes,no,cellular,19,68,1,-1,0,unknown,no
2900,37,admin.,married,secondary,no,1396,yes,no,cellular,22,199,2,-1,0,unknown,no
2901,46,blue-collar,married,primary,no,1483,yes,no,unknown,14,174,3,-1,0,unknown,no
2902,24,admin.,single,secondary,no,1725,yes,no,cellular,7,59,1,-1,0,unknown,no
2903,40,housemaid,married,primary,no,4904,yes,no,cellular,11,248,1,356,1,failure,no
2904,45,blue-collar,married,primary,no,1335,yes,no,cellular,12,88,2,-1,0,unknown,no
2905,43,admin.,married,secondary,no,264,yes,no,cellular,17,113,2,-1,0,unknown,no
2906,40,management,married,tertiary,no,570,yes,no,unknown,8,105,2,-1,0,unknown,no
2907,40,management,married,primary,no,535,yes,no,telephone,5,11,6,-1,0,unknown,no
2908,30,technician,single,secondary,no,160,no,no,cellular,14,90,2,-1,0,unknown,no
2909,31,management,single,tertiary,no,1441,no,no,cellular,17,156,1,-1,0,unknown,no
2910,30,technician,single,secondary,no,13,no,no,cellular,21,379,1,-1,0,unknown,no
2911,26,management,single,tertiary,no,1494,yes,no,cellular,6,477,2,-1,0,unknown,no
2912,48,technician,married,secondary,no,1600,no,no,cellular,5,117,1,-1,0,unknown,no
2913,48,management,divorced,secondary,no,122,yes,no,telephone,7,325,1,-1,0,unknown,no
2914,40,retired,married,primary,no,630,yes,no,cellular,23,177,2,-1,0,unknown,no
2915,54,technician,married,secondary,no,719,yes,no,cellular,2,242,1,264,1,failure,no
2916,34,services,single,secondary,no,3080,no,no,cellular,29,27,1,-1,0,unknown,no
2917,34,management,single,tertiary,no,647,yes,no,cellular,29,392,1,-1,0,unknown,no
2918,26,management,single,tertiary,no,2356,yes,no,cellular,23,252,6,-1,0,unknown,no
2919,36,blue-collar,married,secondary,no,55,yes,no,cellular,8,323,1,-1,0,unknown,no
2920,36,services,married,secondary,no,370,yes,yes,cellular,18,728,6,-1,0,unknown,no
2921,25,management,single,tertiary,no,0,no,yes,cellular,18,342,1,-1,0,unknown,no
2922,51,management,married,tertiary,no,176,yes,yes,unknown,1,8,1,687,2,failure,no
2923,39,management,married,unknown,no,548,yes,no,cellular,19,154,2,-1,0,unknown,no
2924,47,blue-collar,married,primary,no,259,no,no,cellular,25,83,5,-1,0,unknown,no
2925,35,management,divorced,tertiary,no,153,no,no,cellular,9,593,2,-1,0,unknown,no
2926,38,blue-collar,married,secondary,no,8444,yes,no,cellular,17,39,2,324,1,other,no
2927,32,management,single,secondary,no,-515,yes,yes,cellular,3,19,6,-1,0,unknown,no
2928,32,management,single,tertiary,no,112,yes,no,cellular,5,118,1,-1,0,unknown,no
2929,39,technician,married,unknown,no,839,no,no,unknown,30,825,2,-1,0,unknown,no
2930,43,admin.,single,secondary,no,979,yes,no,cellular,8,154,1,-1,0,unknown,no
2931,44,management,divorced,tertiary,no,96,no,no,cellular,25,119,2,-1,0,unknown,no
2932,57,retired,married,primary,no,3549,no,no,cellular,31,51,36,-1,0,unknown,no
2933,39,blue-collar,married,primary,no,390,yes,no,cellular,17,206,1,-1,0,unknown,no
2934,43,blue-collar,married,primary,no,50,no,no,unknown,28,90,8,-1,0,unknown,no
2935,51,management,married,tertiary,no,21574,no,no,unknown,6,197,3,-1,0,unknown,no
2936,30,services,single,secondary,no,63,no,no,unknown,13,75,1,-1,0,unknown,no
2937,29,technician,married,secondary,no,492,yes,no,cellular,9,259,1,-1,0,unknown,no
2938,28,blue-collar,married,secondary,no,1113,yes,no,cellular,22,135,1,108,2,other,no
2939,57,housemaid,married,primary,no,688,no,no,cellular,21,67,2,-1,0,unknown,no
2940,49,retired,divorced,secondary,no,224,no,yes,cellular,31,79,4,-1,0,unknown,no
2941,61,management,married,tertiary,no,6016,no,no,cellular,4,199,1,275,3,success,no
2942,51,blue-collar,married,secondary,no,700,no,no,cellular,8,237,4,-1,0,unknown,no
2943,36,management,divorced,tertiary,no,8119,no,yes,cellular,8,118,2,-1,0,unknown,no
2944,59,blue-collar,married,primary,no,1227,no,no,cellular,29,89,5,-1,0,unknown,no
2945,33,management,married,tertiary,no,436,yes,no,unknown,7,48,1,-1,0,unknown,no
2946,41,blue-collar,single,secondary,no,363,yes,no,unknown,8,183,3,-1,0,unknown,no
2947,29,technician,married,secondary,no,782,yes,no,unknown,16,131,1,-1,0,unknown,no
2948,54,unemployed,married,secondary,no,3250,no,no,cellular,31,94,3,-1,0,unknown,no
2949,46,blue-collar,married,primary,no,258,yes,no,unknown,27,217,1,-1,0,unknown,no
2950,36,management,single,tertiary,no,4543,yes,no,unknown,2,252,5,-1,0,unknown,no
2951,30,technician,single,secondary,no,3,no,no,cellular,22,198,2,-1,0,unknown,no
2952,39,technician,married,secondary,no,462,no,no,cellular,27,157,4,-1,0,unknown,no
2953,52,technician,married,secondary,no,195,yes,no,cellular,26,145,1,98,2,failure,no
2954,38,services,married,secondary,no,8876,no,no,cellular,19,636,1,-1,0,unknown,no
2955,46,technician,married,tertiary,no,0,no,no,unknown,6,159,1,-1,0,unknown,no
2956,31,blue-collar,single,secondary,no,1291,yes,no,cellular,18,72,1,-1,0,unknown,no
2957,38,services,married,secondary,no,706,no,no,cellular,18,206,2,-1,0,unknown,no
2958,37,self-employed,single,tertiary,no,1004,yes,no,unknown,6,377,3,-1,0,unknown,no
2959,39,technician,married,secondary,no,694,yes,no,cellular,23,413,5,-1,0,unknown,no
2960,42,technician,married,secondary,no,419,no,no,cellular,6,198,2,-1,0,unknown,no
2961,33,technician,divorced,secondary,no,558,yes,no,cellular,20,109,3,-1,0,unknown,no
2962,28,admin.,single,secondary,no,119,no,no,cellular,19,260,3,-1,0,unknown,no
2963,49,blue-collar,married,unknown,no,51,yes,no,unknown,7,984,1,-1,0,unknown,no
2964,36,management,married,tertiary,no,9324,yes,no,cellular,30,138,8,-1,0,unknown,no
2965,38,admin.,married,secondary,no,4458,yes,no,unknown,5,215,1,-1,0,unknown,no
2966,27,student,single,secondary,no,1411,no,no,cellular,2,92,1,-1,0,unknown,no
2967,34,entrepreneur,single,tertiary,no,2856,yes,no,cellular,21,165,2,-1,0,unknown,no
2968,43,blue-collar,married,primary,no,1,yes,yes,cellular,14,649,2,-1,0,unknown,no
2969,30,blue-collar,single,secondary,yes,4,yes,no,unknown,23,84,3,-1,0,unknown,no
2970,46,admin.,divorced,secondary,no,3163,no,no,cellular,21,128,3,-1,0,unknown,no
2971,24,blue-collar,married,secondary,no,1073,yes,no,unknown,3,569,2,-1,0,unknown,no
2972,58,retired,married,secondary,no,4725,no,no,cellular,5,241,1,-1,0,unknown,no
2973,31,housemaid,married,primary,no,-367,yes,yes,telephone,7,352,2,-1,0,unknown,no
2974,38,management,married,tertiary,no,516,yes,no,telephone,16,198,3,-1,0,unknown,no
2975,41,admin.,single,secondary,no,0,yes,yes,cellular,7,166,1,-1,0,unknown,no
2976,37,technician,single,secondary,no,181,no,no,cellular,5,140,1,-1,0,unknown,no
2977,55,management,married,tertiary,no,4982,yes,no,telephone,18,51,1,-1,0,unknown,no
2978,41,blue-collar,married,secondary,no,-68,yes,no,unknown,14,429,2,-1,0,unknown,no
2979,35,services,married,tertiary,no,1359,no,no,unknown,17,585,2,-1,0,unknown,no
2980,53,admin.,married,tertiary,no,5094,no,no,cellular,5,114,1,-1,0,unknown,no
2981,34,blue-collar,married,primary,no,298,yes,no,unknown,8,220,2,-1,0,unknown,no
2982,51,blue-collar,married,secondary,no,701,yes,no,unknown,15,1051,3,-1,0,unknown,no
2983,44,management,married,secondary,no,2984,yes,no,unknown,15,770,2,-1,0,unknown,no
2984,32,blue-collar,married,primary,no,-376,yes,no,unknown,26,188,1,-1,0,unknown,no
2985,63,retired,married,unknown,no,1849,no,no,cellular,25,125,6,177,2,failure,no
2986,28,management,married,tertiary,no,3844,yes,no,unknown,3,132,2,-1,0,unknown,no
2987,34,technician,divorced,secondary,no,705,yes,yes,cellular,2,249,1,-1,0,unknown,no
2988,63,retired,divorced,secondary,no,4833,no,no,cellular,14,415,1,-1,0,unknown,no
